Date,Close
20/08/2026,1009.06
19/08/2026,1009.21
18/08/2026,1013.15
17/08/2026,1020.38
14/08/2026,1023.07
13/08/2026,1023.15
12/08/2026,1024.56
11/08/2026,1024.22
10/08/2026,1023.58
07/08/2026,1028.6
06/08/2026,1021.95
05/08/2026,1026.78
04/08/2026,1026.54
03/08/2026,1020.12
31/07/2026,1009.65
30/07/2026,1009.02
29/07/2026,1002.36
28/07/2026,1005.99
27/07/2026,1009.04
24/07/2026,997.03
23/07/2026,997.78
22/07/2026,999.81
21/07/2026,997.09
20/07/2026,999.08
17/07/2026,997.72
16/07/2026,998.65
15/07/2026,998.94
14/07/2026,999.48
13/07/2026,999.53
10/07/2026,1001.98
09/07/2026,1003.2
08/07/2026,998.18
07/07/2026,1009.52
06/07/2026,1014.71
03/07/2026,1015.87
02/07/2026,1019.56
01/07/2026,1007.08
30/06/2026,1010.29
29/06/2026,1003.76
26/06/2026,1001.63
25/06/2026,1004.99
24/06/2026,1001.85
23/06/2026,1007.19
22/06/2026,1008.73
19/06/2026,1003.74
18/06/2026,1008.13
17/06/2026,1007.25
16/06/2026,1005.5
15/06/2026,1003.07
12/06/2026,995.95
11/06/2026,994.39
10/06/2026,984.87
09/06/2026,990.24
08/06/2026,987.42
05/06/2026,989.72
04/06/2026,988.5
03/06/2026,985.01
02/06/2026,992.15
01/06/2026,986.5
29/05/2026,996.17
28/05/2026,992.67
27/05/2026,991.66
26/05/2026,988.94
25/05/2026,994.15
22/05/2026,988.48
21/05/2026,976.51
20/05/2026,976.69
19/05/2026,967.12
18/05/2026,964.81
15/05/2026,963.86
14/05/2026,973.58
13/05/2026,977.02
12/05/2026,973.4
11/05/2026,973.84
08/05/2026,981.47
07/05/2026,984.62
06/05/2026,990.86
05/05/2026,972.66
04/05/2026,964.26
30/04/2026,969.68
29/04/2026,965.52
28/04/2026,968.66
27/04/2026,976.0
24/04/2026,968.92
23/04/2026,973.23
22/04/2026,974.35
21/04/2026,980.71
20/04/2026,984.05
17/04/2026,991.99
16/04/2026,982.95
15/04/2026,979.29
14/04/2026,981.16
13/04/2026,974.2
10/04/2026,976.57
09/04/2026,977.0
08/04/2026,986.32
07/04/2026,957.58
02/04/2026,965.52
01/04/2026,964.57
31/03/2026,950.1
30/03/2026,946.31
27/03/2026,951.34
26/03/2026,954.18
25/03/2026,968.0
24/03/2026,955.12
23/03/2026,961.57
20/03/2026,954.25
19/03/2026,966.22
18/03/2026,981.96
17/03/2026,980.17
16/03/2026,976.53
13/03/2026,978.0
12/03/2026,973.18
11/03/2026,975.66
10/03/2026,983.75
09/03/2026,969.85
06/03/2026,972.32
05/03/2026,983.56
04/03/2026,992.43
03/03/2026,980.37
02/03/2026,999.84
27/02/2026,1008.3
26/02/2026,1008.99
25/02/2026,1008.53
24/02/2026,1007.39
23/02/2026,1007.29
20/02/2026,1006.73
19/02/2026,1005.21
18/02/2026,1007.02
17/02/2026,999.59
16/02/2026,997.74
13/02/2026,996.48
12/02/2026,996.23
11/02/2026,995.1
10/02/2026,997.45
09/02/2026,996.69
06/02/2026,990.11
05/02/2026,989.23
04/02/2026,996.69
03/02/2026,993.72
02/02/2026,995.65
30/01/2026,990.8
29/01/2026,990.24
28/01/2026,990.91
27/01/2026,994.98
26/01/2026,992.01
23/01/2026,989.35
22/01/2026,989.15
21/01/2026,987.45
20/01/2026,986.94
19/01/2026,991.53
16/01/2026,998.92
15/01/2026,997.49
14/01/2026,994.42
13/01/2026,993.34
12/01/2026,995.17
09/01/2026,991.51
08/01/2026,982.97
07/01/2026,984.04
06/01/2026,986.0
05/01/2026,979.43
02/01/2026,969.24
31/12/2025,969.0
30/12/2025,969.0
29/12/2025,966.48
24/12/2025,963.38
23/12/2025,963.38
22/12/2025,959.01
19/12/2025,966.46
18/12/2025,965.74
17/12/2025,966.37
16/12/2025,963.79
15/12/2025,965.12
12/12/2025,964.83
11/12/2025,964.16
10/12/2025,962.25
09/12/2025,966.32
08/12/2025,964.08
05/12/2025,972.26
04/12/2025,970.59
03/12/2025,969.45
02/12/2025,966.62
01/12/2025,966.2
28/11/2025,968.93
27/11/2025,963.63
26/11/2025,968.18
25/11/2025,965.63
24/11/2025,961.14
21/11/2025,966.47
20/11/2025,967.14
19/11/2025,964.99
18/11/2025,969.07
17/11/2025,963.31
14/11/2025,965.96
13/11/2025,972.27
12/11/2025,975.55
11/11/2025,971.82
10/11/2025,969.01
07/11/2025,961.42
06/11/2025,964.46
05/11/2025,967.68
04/11/2025,967.55
03/11/2025,969.74
31/10/2025,970.55
30/10/2025,971.9
29/10/2025,972.3
28/10/2025,971.89
27/10/2025,971.51
24/10/2025,969.18
23/10/2025,969.54
22/10/2025,969.09
21/10/2025,972.96
20/10/2025,969.08
17/10/2025,962.06
16/10/2025,968.58
15/10/2025,966.46
14/10/2025,956.93
13/10/2025,958.35
10/10/2025,957.3
09/10/2025,961.32
08/10/2025,964.43
07/10/2025,959.54
06/10/2025,960.54
03/10/2025,962.34
02/10/2025,962.96
01/10/2025,957.6
30/09/2025,954.53
29/09/2025,953.2
26/09/2025,949.55
25/09/2025,944.26
24/09/2025,980.0
23/09/2025,948.54
22/09/2025,946.55
19/09/2025,946.06
18/09/2025,947.01
17/09/2025,942.41
16/09/2025,943.57
