Data,Ultimo,Apertura,Massimo,Minimo,Var. %
11.09.2023,"99,520","99,720","99,860","99,430","-0,14%"
08.09.2023,"99,660","99,980","99,980","99,660","-0,08%"
07.09.2023,"99,740","99,660","99,870","99,640","0,08%"
06.09.2023,"99,660","99,890","99,960","99,500","-0,30%"
05.09.2023,"99,960","99,960","99,990","99,900","0,00%"
04.09.2023,"99,960","100,140","100,140","99,900","-0,19%"
01.09.2023,"100,150","100,110","100,200","100,060","0,04%"
31.08.2023,"100,110","100,070","100,230","100,020","0,08%"
30.08.2023,"100,030","100,100","100,100","100,010","-0,03%"
29.08.2023,"100,060","100,040","100,150","100,010","0,02%"
28.08.2023,"100,040","100,000","100,070","99,960","0,01%"
25.08.2023,"100,030","100,010","100,030","99,860","0,03%"
24.08.2023,"100,000","99,970","100,140","99,970","0,02%"
23.08.2023,"99,980","99,860","100,100","99,860","0,07%"
22.08.2023,"99,910","99,950","99,990","99,870","0,01%"
21.08.2023,"99,900","99,950","100,030","99,900","-0,06%"
18.08.2023,"99,960","100,030","100,030","99,950","-0,02%"
17.08.2023,"99,980","100,030","100,030","99,900","-0,06%"
16.08.2023,"100,040","100,100","100,130","99,980","-0,11%"
14.08.2023,"100,150","100,210","100,250","100,110","-0,03%"
11.08.2023,"100,180","100,230","100,290","100,180","-0,12%"
10.08.2023,"100,300","100,300","100,340","100,230","0,05%"
09.08.2023,"100,250","100,300","100,350","100,230","0,01%"
08.08.2023,"100,240","100,250","100,390","100,240","-0,02%"
07.08.2023,"100,260","100,250","100,350","100,150","0,14%"
04.08.2023,"100,120","100,210","100,340","100,110","-0,20%"
03.08.2023,"100,320","100,280","100,370","100,200","-0,01%"
02.08.2023,"100,330","100,270","100,380","100,270","0,05%"
01.08.2023,"100,280","100,360","100,400","100,270","-0,06%"
31.07.2023,"100,340","100,300","100,380","100,230","-0,02%"
28.07.2023,"100,360","100,320","100,400","100,250","0,04%"
27.07.2023,"100,320","100,320","100,400","100,220","0,09%"
26.07.2023,"100,230","100,290","100,320","100,220","-0,11%"
25.07.2023,"100,340","100,210","100,340","100,200","0,09%"
24.07.2023,"100,250","100,300","100,400","100,250","0,00%"
21.07.2023,"100,250","100,360","100,380","100,140","-0,04%"
20.07.2023,"100,290","100,300","100,360","100,210","0,04%"
19.07.2023,"100,250","100,330","100,340","100,170","-0,04%"
18.07.2023,"100,290","100,150","100,300","100,150","0,14%"
17.07.2023,"100,150","100,130","100,200","100,130","-0,03%"
14.07.2023,"100,180","100,240","100,280","100,150","-0,10%"
13.07.2023,"100,280","100,040","100,280","100,040","0,27%"
12.07.2023,"100,010","100,040","100,150","99,970","-0,02%"
11.07.2023,"100,030","100,050","100,070","99,980","0,05%"
10.07.2023,"99,980","100,070","100,140","99,980","-0,09%"
07.07.2023,"100,070","100,040","100,080","99,950","0,08%"
06.07.2023,"99,990","100,160","100,260","99,950","-0,28%"
05.07.2023,"100,270","100,270","100,380","100,160","0,02%"
04.07.2023,"100,250","100,050","100,300","100,050","0,11%"
03.07.2023,"100,140","100,240","100,320","100,050","0,00%"
30.06.2023,"100,140","100,120","100,190","100,060","0,04%"
29.06.2023,"100,100","100,320","100,340","100,050","-0,23%"
28.06.2023,"100,330","100,360","100,400","100,260","0,02%"
27.06.2023,"100,310","100,390","100,400","100,230","-0,10%"
26.06.2023,"100,410","100,220","100,410","100,220","0,19%"
23.06.2023,"100,220","100,130","100,370","100,130","0,02%"
22.06.2023,"100,200","100,330","100,380","100,110","-0,10%"
21.06.2023,"100,300","100,330","100,400","100,240","0,03%"
20.06.2023,"100,270","100,210","100,320","100,160","0,07%"
19.06.2023,"100,200","100,240","100,260","100,060","-0,02%"
16.06.2023,"100,220","100,110","100,290","100,100","0,07%"
15.06.2023,"100,150","100,250","100,250","99,960","-0,05%"
14.06.2023,"100,200","100,090","100,300","100,040","0,10%"
13.06.2023,"100,100","100,100","100,380","99,960","0,10%"
